quote_date,item_id,item_desc,validity,shop_code,price,indicator_box,orig_indicator_box,price_relative,log_price_relative,stratum_weight,stratum_type,start_date,end_date,region,shop_type,shop_weight,base_price,base_validity,stratum_cell,year,month
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,802,2.5,S,S,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,2.5,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,803,3.5,R,R,0.897,-0.108,4.7,1,2019-02-01,999999,Wales,Multiple,1,3.9,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3,,,0.833,-0.182,4.7,1,2019-02-01,999999,Wales,Multiple,1,3.6,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,7.6,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,2,7.6,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,3,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,3,3,11,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.931,-0.071,4.7,1,2019-03-01,999999,Wales,Multiple,1,5.692,4,11,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,2.34,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,2.35,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,4.7,1,2019-02-01,999999,Wales,Multiple,1,3.6,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,4.85,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,4.7,1,2019-02-01,999999,Wales,Multiple,1,2.5,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,4.7,1,2019-02-01,999999,Wales,Multiple,1,6.99,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,,,1,0,4.7,1,2019-02-01,999999,Wales,Multiple,1,5.95,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,8,,,1.127,0.119,4.7,1,2019-02-01,999999,Wales,Multiple,1,7.1,3,11,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,801,3.5,S,S,0.593,-0.522,7.54,1,2019-02-01,999999,Scotland,Multiple,2,5.9,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.5,,,0.896,-0.11,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.79,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,2.35,,,1.022,0.022,7.54,1,2019-02-01,999999,Scotland,Multiple,3,2.3,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.4,,,0.944,-0.057,7.54,1,2019-02-01,999999,Scotland,Multiple,2,3.6,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,5,,,0.715,-0.335,7.54,1,2019-02-01,999999,Scotland,Multiple,4,6.99,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,2.4,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.4,3,12,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.886,-0.121,7.54,1,2019-03-01,999999,Scotland,Multiple,1,5.983,4,12,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.34,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.35,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,7.54,1,2019-02-01,999999,Scotland,Multiple,1,3.6,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,4.85,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.5,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,7.54,1,2019-02-01,999999,Scotland,Multiple,1,6.99,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,5.95,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,8,,,1.127,0.119,7.54,1,2019-02-01,999999,Scotland,Multiple,1,7.1,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,3,2.5,,,0.896,-0.11,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.79,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,68,1.99,Q,Q,0.909,-0.096,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.19,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,102,3.29,,,1.1,0.096,7.54,1,2019-02-01,999999,Scotland,Independent,1,2.99,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,21,1.99,,,0.909,-0.096,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.19,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,57,3.5,S,S,0.761,-0.273,7.54,1,2019-02-01,999999,Scotland,Multiple,1,4.6,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,25,2.7,,,1,0,7.54,1,2019-02-01,999999,Scotland,Multiple,1,2.7,3,12,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.34,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.34,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.4,,,0.944,-0.057,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,3.6,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,3.4,,,0.944,-0.057,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,3.6,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,2.4,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.4,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.34,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.35,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,3.6,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.5,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,6.99,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,963,5.95,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,5.95,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,53,2.7,,,1,0,2.41,1,2019-02-01,999999,Northern Ireland,Multiple,1,2.7,3,13,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,4.25,,,1.7,0.531,14.42,1,2019-02-01,999999,London,Multiple,2,2.5,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.5,,,0.836,-0.179,14.42,1,2019-02-01,999999,London,Multiple,1,2.99,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,2.55,,,1.062,0.061,14.42,1,2019-02-01,999999,London,Multiple,1,2.4,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,7.95,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,7,7.95,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,3,,,0.833,-0.182,14.42,1,2019-02-01,999999,London,Multiple,9,3.6,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,4,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,4,3,2,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.977,-0.023,14.42,1,2019-03-01,999999,London,Multiple,2,5.425,4,2,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,2.34,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,2.35,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,14.42,1,2019-02-01,999999,London,Multiple,1,3.6,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,4.85,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,14.42,1,2019-02-01,999999,London,Multiple,1,2.5,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,14.42,1,2019-02-01,999999,London,Multiple,1,6.99,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,963,3.5,S,S,0.588,-0.531,14.42,1,2019-02-01,999999,London,Multiple,1,5.95,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,6,S,S,0.845,-0.168,14.42,1,2019-02-01,999999,London,Multiple,1,7.1,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,1,801,0,T,T,0,0,14.21,1,2019-02-01,999999,South East England,Multiple,2,5.97,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,5,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,5,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,2.5,Q,Q,0.641,-0.445,14.21,1,2019-02-01,999999,South East England,Multiple,2,3.9,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.6,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,4,3.6,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,5,,,0.715,-0.335,14.21,1,2019-02-01,999999,South East England,Multiple,8,6.99,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,4,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,4,3,3,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.85,-0.163,14.21,1,2019-03-01,999999,South East England,Multiple,2,6.238,4,3,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.34,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.35,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,14.21,1,2019-02-01,999999,South East England,Multiple,1,3.6,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,4.85,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.5,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,14.21,1,2019-02-01,999999,South East England,Multiple,1,6.99,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,963,3.5,S,S,0.588,-0.531,14.21,1,2019-02-01,999999,South East England,Multiple,1,5.95,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,6,S,S,0.845,-0.168,14.21,1,2019-02-01,999999,South East England,Multiple,1,7.1,3,3,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,70,1.99,S,S,0.951,-0.05,14.21,1,2019-03-01,999999,South East England,Multiple,1,2.093,4,3,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,40,2.99,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,2.99,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,26,3.25,S,S,0.707,-0.347,14.42,1,2019-02-01,999999,London,Multiple,1,4.6,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,37,4.05,R,R,0.92,-0.083,14.42,1,2019-02-01,999999,London,Multiple,1,4.4,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,67,2.75,,,1.019,0.018,14.42,1,2019-02-01,999999,London,Multiple,1,2.7,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,45,3,,,1.25,0.223,14.42,1,2019-02-01,999999,London,Multiple,1,2.4,3,2,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,8,2.5,Q,Q,0.854,-0.157,14.21,1,2019-03-01,999999,South East England,Multiple,1,2.926,4,3,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,71,3.65,,,0.924,-0.079,14.21,1,2019-02-01,999999,South East England,Multiple,1,3.95,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,30,2.59,,,0.896,-0.11,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.89,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,35,3,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,3,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,62,2.85,,,0.986,-0.014,14.42,1,2019-02-01,999999,London,Multiple,1,2.89,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,69,3.65,,,0.924,-0.079,14.42,1,2019-02-01,999999,London,Multiple,1,3.95,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,6,4.05,R,R,1.688,0.523,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.4,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,72,2.59,,,0.896,-0.11,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.89,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,6,5,,,0.715,-0.335,14.21,1,2019-02-01,999999,South East England,Multiple,1,6.99,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,1,3.4,,,0.944,-0.057,14.21,1,2019-02-01,999999,South East England,Multiple,1,3.6,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,7,3.65,,,0.948,-0.053,14.42,1,2019-02-01,999999,London,Multiple,1,3.85,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,32,3,N,Q,0.619,-0.48,14.42,1,2019-02-01,999999,London,Multiple,1,4.85,0,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,50,2.5,Q,Q,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.5,3,3,2019,February
July 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,49,2.39,,,1.5,0.406,14.21,1,2019-07-01,999999,South East England,Multiple,1,1.593,4,3,2019,July
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,21,3,,,0.833,-0.182,14.42,1,2019-02-01,999999,London,Multiple,1,3.6,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,41,3,,,1,0,14.42,1,2019-02-01,999999,London,Multiple,1,3,3,2,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,40,10,,,1,0,14.21,1,2019-02-01,999999,South East England,Multiple,1,10,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,55,2.5,,,0.836,-0.179,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.99,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,45,2.59,,,0.896,-0.11,14.21,1,2019-02-01,999999,South East England,Multiple,1,2.89,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,65,4.05,R,R,0.88,-0.127,14.21,1,2019-02-01,999999,South East England,Multiple,1,4.6,3,3,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.34,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,2,2.34,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,802,3,Q,Q,0.6,-0.511,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,5,3,5,2019,February
September 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,803,5,S,S,0.998,-0.002,9.25,1,2019-09-01,999999,East Anglia,Multiple,2,5.01,4,5,2019,September
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3,,,0.833,-0.182,9.25,1,2019-02-01,999999,East Anglia,Multiple,2,3.6,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,5,,,0.715,-0.335,9.25,1,2019-02-01,999999,East Anglia,Multiple,5,6.99,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,4,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,4,3,5,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.874,-0.135,9.25,1,2019-03-01,999999,East Anglia,Multiple,1,6.067,4,5,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.34,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.35,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,3.6,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,4.85,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.5,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,6.99,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,963,3.5,S,S,0.588,-0.531,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,5.95,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,6,S,S,0.845,-0.168,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,7.1,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,43,2.65,,,0.841,-0.173,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,3.15,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,26,2.5,,,0.833,-0.182,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,3,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,56,2.59,,,0.896,-0.11,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.89,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,28,3.6,,,1.029,0.028,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,3.5,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,1,2.5,Q,Q,0.836,-0.179,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.99,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,14,3,,,1,0,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,3,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,30,2.19,,,0.916,-0.087,9.25,1,2019-02-01,999999,East Anglia,Multiple,1,2.39,3,5,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.34,,,1,0,8.58,1,2019-02-01,999999,South West England,Multiple,2,2.34,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.5,,,0.836,-0.179,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.99,3,4,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,803,3.5,S,S,0.509,-0.676,8.58,1,2019-03-01,999999,South West England,Multiple,2,6.882,4,4,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3.4,,,0.944,-0.057,8.58,1,2019-02-01,999999,South West England,Multiple,2,3.6,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,5,,,0.715,-0.335,8.58,1,2019-02-01,999999,South West England,Multiple,5,6.99,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,3,,,1,0,8.58,1,2019-02-01,999999,South West England,Multiple,1,3,3,4,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.85,-0.163,8.58,1,2019-03-01,999999,South West England,Multiple,1,6.239,4,4,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.34,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.35,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,8.58,1,2019-02-01,999999,South West England,Multiple,1,3.6,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,8.58,1,2019-02-01,999999,South West England,Multiple,1,4.85,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.5,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,8.58,1,2019-02-01,999999,South West England,Multiple,1,6.99,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,963,3.5,S,S,0.588,-0.531,8.58,1,2019-02-01,999999,South West England,Multiple,1,5.95,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,964,6,S,S,0.845,-0.168,8.58,1,2019-02-01,999999,South West England,Multiple,1,7.1,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,43,2.5,,,0.836,-0.179,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.99,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,4,47,3.99,R,R,0.889,-0.118,8.58,1,2019-02-01,999999,South West England,Multiple,1,4.49,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,65,2.79,,,1.077,0.074,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.59,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,1,83,0,T,T,0,0,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.7,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,25,1.99,,,0.909,-0.096,8.58,1,2019-02-01,999999,South West England,Multiple,1,2.19,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,7,3.4,,,0.944,-0.057,8.58,1,2019-02-01,999999,South West England,Multiple,1,3.6,3,4,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,801,2.98,,,0.876,-0.132,8.55,1,2019-02-01,999999,West Midlands,Multiple,3,3.4,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,802,2.5,,,0.896,-0.11,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,2.79,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,803,2.35,,,1.022,0.022,8.55,1,2019-02-01,999999,West Midlands,Multiple,2,2.3,3,7,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,807,3,,,0.784,-0.244,8.55,1,2019-03-01,999999,West Midlands,Multiple,2,3.828,4,7,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,808,3,,,0.833,-0.182,8.55,1,2019-02-01,999999,West Midlands,Multiple,3,3.6,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,814,2.4,,,1,0,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,2.4,3,7,2019,February
March 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,941,5.3,,,0.935,-0.067,8.55,1,2019-03-01,999999,West Midlands,Multiple,1,5.667,4,7,2019,March
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,951,2.34,,,1,0,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,2.34,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,952,2.35,,,1,0,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,2.35,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,953,3.4,,,0.944,-0.057,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,3.6,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,954,4.85,,,1,0,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,4.85,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,961,4.25,,,1.7,0.531,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,2.5,3,7,2019,February
February 2019,211408,OLIVE OIL - 500ML - 1 LITRE,3,962,5,,,0.715,-0.335,8.55,1,2019-02-01,999999,West Midlands,Multiple,1,6.99,3,7,2019,February
